PEMT	0.0014581683 0.0036700468 -0.00264641 -0.003862916 -0.0008313733 0.00041890214 0.0008296793 0.003617268 0.002029299 -0.0003686777 -0.001339691 -0.003979054 0.0018670425 -0.00011413836 0.004310327 0.0043974975 -0.0038213106 0.0021756643 -0.004963234 0.00350348 -0.0032533198 0.0033707805 0.0021139819 -0.00036117938 -0.0033230276 -0.0019919965 -0.0038545295 0.0025795675 0.0029845221 -0.0027916818 -0.0023971342 -0.004986431 -0.0030263853 0.0020862469 0.0031230433 -0.0034313737 -0.0025352642 -0.0011342084 0.004695499 -0.0047284486 0.002184394 0.0036082473 -3.9349055e-05 0.0044664093 0.0012903458 -0.0033623714 -0.0003431471 0.004794493 0.00026658658 -0.0035016343 -0.0024335552 -0.0020090973 0.0036909068 -0.002887452 0.0013853778 -0.0045743757 0.0047662575 -0.0009367045 0.004069617 0.0034734665 0.0037332196 0.0034305353 -0.00028911888 0.0012355534 0.0027673147 -0.0023380313 -0.0003627064 0.0020431492 0.004361014 -0.0013502266 0.004101718 0.0007624561 -0.0009657938 0.0009890064 -0.0014792923 0.003164894 0.002893934 0.0045574163 0.0006426837 0.0033409826 -0.004644612 0.0014658221 0.00021368016 -0.0048647434 -0.0046525244 -0.0003323388 -0.0018632909 0.004078369 -0.00102334 -0.0022682277 0.0015792839 0.00096524536 -0.0028589552 -0.0006446328 0.0013936346 0.00396095 -0.003452786 0.0034159226 -0.0042054513 0.004072613 
BST2	-0.00021005054 0.0009931746 0.002958391 0.0026407798 -0.0048041227 0.0028944828 0.00033661234 -0.0036455835 0.0038990367 -0.0024464144 0.0032489675 -0.0017192544 0.0002798759 -0.001569368 0.001978374 -0.0048343064 -0.0009027738 0.0029434448 0.0027252247 0.0011659793 -0.00057607854 -0.0041546626 -0.0007989108 0.0045877965 -0.00439913 -0.0047242767 -0.0005930485 -0.00035892203 0.0049965973 0.0032164622 -0.0031267905 0.00052134454 -0.0037220756 0.003962336 -0.0021215396 -0.0015205437 0.0025923029 0.0037507701 0.00036487603 0.002484875 -0.0009890647 -0.00057743635 -0.0042809458 0.000911624 -0.0002059496 -0.0025751076 -0.00085718493 -0.003692248 -0.00016241273 -0.003189771 -0.0039297594 0.003131465 -0.00475551 0.001122926 0.0013900052 -0.0012725821 0.0022101966 -0.004214016 0.0024524732 0.004384371 -0.0026207236 -0.0040035388 -0.0006740998 -0.002689939 -0.0009610396 0.0031520836 -0.0015197026 -0.004789605 0.0019146478 0.0019041818 -0.001547131 9.703023e-05 -0.0046475055 -0.0037225767 -0.00080180325 0.0041638114 7.3351715e-05 0.00303369 0.0022004198 0.0020395955 0.0026942869 7.140458e-05 0.0007524294 -0.0016875209 0.0027100863 -0.002391522 -0.0042253337 -0.003739707 0.004398025 0.004042527 0.00026550112 -0.0008140835 -0.0027309048 0.0036186979 0.0012817242 -0.004124106 0.0021613573 -0.002424878 -0.00014945725 0.00482861 
PRKACG	-0.002210345 0.003932004 -0.0048840363 0.0025154394 0.001159914 -0.0037134667 0.004352126 0.004988217 -0.0014276096 0.0008199027 -0.0022544712 0.0038510847 -0.00070434593 -0.0026040822 3.3733046e-05 -0.0005938318 -0.0015427414 -0.0017393419 0.0029211703 0.00069880614 -0.0031146957 -0.0015385057 0.0038571968 0.0033225913 -0.003822807 -0.0024206813 -0.004538777 -0.0041870438 0.0013447211 0.0035455946 0.0049416935 0.0011990361 0.0045687607 0.0048489184 0.0019061215 0.002962859 0.002689391 -0.001963446 -0.000926172 -0.00046255367 0.001437101 0.0006275606 -0.0012909824 0.002884648 -0.0018847702 0.00068385235 -0.000351362 -0.004783379 -0.0033989085 -0.004265102 0.00393139 0.0022738518 0.0017810634 0.0028713346 -0.0019417832 -0.00017703738 0.0017785206 0.0011991019 0.00021522913 -0.0016680784 -0.004098164 -3.061573e-05 0.0015252983 0.00369158 0.004413293 -0.0042442186 0.00056760997 0.0009105504 -0.0032419008 -0.00012697843 0.0020214648 0.0035958074 -0.0026996222 -0.0044005336 -0.002933492 0.0033612757 -0.00041713976 0.0006458589 0.004109059 -0.0047054845 -0.0010045914 -0.0010000077 0.0011516971 0.0020839132 -0.0045951433 0.0007830394 0.0040913066 -0.00021924784 0.0034878966 0.0037881678 -0.0026516079 -0.0034343712 -0.0011539327 0.0016620693 0.0030997307 0.00236249 -0.0016922868 0.0041658143 0.0013694812 0.0048747975 
PRM1	-0.0032180857 0.0021456494 0.0028104512 0.0036099227 -0.0019046587 -0.0007137685 0.001915983 0.0012943144 -0.0016214675 -0.0027592224 -0.0032860544 0.0010323754 -0.0047664125 -0.0027896322 0.00090968 -0.003889239 -0.0014241872 -0.0043419343 -0.0014145969 0.0009983412 -0.0001968698 0.00027514377 -0.0018320648 0.0018705487 0.00085445895 0.00055733236 -0.0018057277 0.0009107608 0.0011665631 -6.596704e-05 0.0025072535 0.0013405845 -0.0022323527 -0.0026815874 0.0013656751 -0.0025417341 -0.0004169781 -0.002775372 0.0010130724 -0.0043993364 -0.0024755965 -0.004753121 0.003453596 0.0011565527 0.00022476791 0.004833439 0.00036471925 0.0042331023 0.00376313 0.0022884647 0.002413038 0.0020443045 0.00209528 -0.0013369939 0.004367105 0.0032502457 0.0029982734 0.0014298672 0.0017595814 0.004929219 -0.00046051043 -0.0017459396 -0.0014904314 0.0037674496 -0.002462906 -0.0019581332 -0.003847277 0.0038672597 0.0022620994 -0.002623258 -0.0014892928 -0.002655647 -0.0046435376 0.0019746786 0.0023456446 -0.0026148418 -0.004888295 0.0017190308 -0.004482925 0.00039661326 -0.0017429063 -0.0012688866 0.0032842744 0.0033485503 0.0035490806 0.0039347387 -0.0027935933 0.0046196557 -0.001316462 -0.002063459 -0.0024880131 -0.001281138 -0.003938988 0.0049848366 0.0018647045 -0.0030799685 -0.002576099 0.0048943474 0.0037650974 -0.001902911 
CEBPD	-0.00097432756 -0.0025456662 -0.0020509085 -0.0021427413 0.0019571437 -0.0025136054 0.0029314333 0.0045223073 0.0021896185 0.0030444532 0.0028813914 -0.0045598582 0.0005974011 -0.0040060114 0.0010336511 -0.00037179847 0.0027288187 0.00017401815 -0.0037522595 -0.001997935 -0.0026853154 -0.0045268885 -0.00069634226 0.0031250494 0.0048236176 -0.0013360596 0.0023303821 -0.003909771 0.0026287197 -0.00468652 -0.0018021931 0.002304412 0.0011606623 0.004717647 0.0043763393 0.003665183 -0.0010794323 -0.0008050218 -0.0011349864 0.00433572 -0.0012078788 0.0032613557 0.0025852022 0.0048737414 -0.00012569837 -0.0025364961 0.0010604905 -0.0012263717 0.0027107839 -0.0022302344 0.003523737 -0.0017987853 0.0023427824 -3.627407e-05 0.0017499959 -0.00073031656 0.0048829643 -0.0015558022 0.0026229024 0.001720064 0.0007109431 -0.00038790316 0.003524209 0.0019246712 -0.0029239608 -0.0017706878 -0.0028330046 0.00042494538 -0.00096617953 4.4720335e-05 0.003267827 0.0015803999 0.0018527886 0.0034616713 -0.0008211997 -0.0026490975 -0.0009843592 -0.0008259441 -0.0034224791 0.003809978 0.0030121724 -0.0017924781 -0.0014180377 0.0040737293 0.0018167619 -0.0018234566 -0.004609951 0.00024478073 0.0046140216 -0.002565186 -0.0005968396 -0.0027861043 -0.0021596241 -0.0025450962 0.0016567043 -0.0010006118 -0.00025330432 0.0009429487 0.0027707084 0.000247303 
HCFC1	-0.00039498555 0.003766661 0.0034830724 -0.0041873385 -0.002367697 0.0027099713 -0.003498171 -0.004931087 -0.004314993 0.004461314 -0.0030791601 0.0008775254 0.0031269614 -0.0047075176 -0.0014315528 0.0017659137 -0.004039724 -0.003131594 -0.0031137054 -0.0041316557 0.00185778 -0.0043373606 0.004727001 -0.0035911524 0.0024686332 0.0003631027 0.0025254884 0.0034185955 -0.00384288 0.0048655416 0.0033623723 -0.001136955 0.00038288668 -0.0024081962 -0.002081198 0.0031561272 -0.0010775048 0.0032980437 -0.00085838884 -0.0016095206 0.003415389 0.00254653 0.0029998256 -0.003773221 -0.0029111174 0.002609685 6.916707e-05 0.0033726313 -0.0049804375 0.0037986545 0.0020351755 -0.0018709406 -0.00032902832 -0.0042516603 0.0039232685 -0.00012617387 0.0028478038 0.0034851623 0.0044281967 0.0029094757 -0.001003949 0.0033104855 0.0039165136 -0.00037552367 -0.0012093827 0.0026397796 -0.0022855373 9.9458026e-05 -0.0019457919 -0.0021829985 -0.0031608823 0.0043874984 -0.003433887 0.0043754764 0.0014119995 -0.0030809587 0.0014860929 -0.0010028838 0.001878911 0.0003456296 -0.004774122 0.003199088 0.0017003259 0.0037044522 0.002046358 -0.0036858558 0.0044219624 0.003994489 -0.00026339514 -0.00046536297 0.0008549784 -0.0017752561 -0.0017287779 -0.0030583835 0.0043762554 0.003989255 -0.0031968202 0.0035783637 -0.004548183 0.0030114097 
DTWD2	0.0024339412 0.004440579 0.0029758227 0.0039201407 -0.0009645749 -0.0018555396 -0.0037866149 0.00019014845 -0.004979878 -0.0031175117 0.0043278337 0.0028303398 0.0008779678 -0.004732982 0.0020361147 -0.00278995 -0.001285094 -0.0023812617 -0.00081690325 -0.00275408 -0.0049378173 -0.00157177 -0.0025997334 0.0003195868 0.0016511783 0.0034309623 -0.003131769 0.0007574523 -0.0013600929 -0.0034046941 0.0020960409 -0.000353435 -0.0032099825 -0.0006378907 -0.004675209 -0.0032123732 0.00085267 0.0014270371 0.0011706771 0.00103383 -0.0031627622 -0.0022340294 0.00024511205 -0.0004445313 -1.1939447e-05 0.0023303279 -0.000910653 -0.0013687471 0.0031009358 0.00013812563 0.0025872204 -0.0031505888 -0.0027593868 0.00091805356 0.0048081344 0.0012489388 0.00492897 0.00368248 0.0046127783 -0.00090128777 -0.004869411 0.0031918085 0.00015519251 -0.004750324 0.0005017272 0.0047363415 -0.004515557 -0.00015729001 -0.0037105107 0.0029005792 0.00091126154 0.00033319657 -0.0022930128 0.004912516 -0.0010370151 0.0031533763 -0.0025478275 -0.0032079283 0.0019206724 -0.0014590899 0.00058367883 -9.957313e-05 -0.0033679379 -0.0016647431 0.0029713204 0.0010504337 -0.00087893347 -0.00040758745 0.0042612525 -0.0045851413 0.0013906773 0.0049224785 -0.003314448 -0.0033866055 0.0048323013 -0.003050558 0.001381319 0.004596391 0.00046427804 -0.0012916777 
PSMA6	0.002505922 0.0027576261 0.00134567 0.0034945968 -0.004528084 0.0009215637 -0.001796058 0.0024612718 0.004404316 -0.00016304465 0.0017801226 -0.0010825748 0.0008366849 0.0013878222 0.0014498635 -0.0019873343 -0.0043464 -0.0038011805 0.0006011764 -0.003183597 0.002777565 0.004422974 0.002921677 -0.0016703213 -0.0037617208 -0.0009427972 0.0020076928 -0.004873684 -0.0038078283 -0.002101986 0.00065953686 -0.004380071 -0.0007694427 0.0036533303 0.0011317341 0.0005369908 0.0018115169 0.00019016907 0.0006893784 -0.002151668 -0.0013733073 0.0013881333 0.0023653025 0.00414297 -0.0027604746 0.0024933359 0.0028724044 0.0016850369 0.004520175 -0.0014964199 0.004165758 0.0008573125 0.0026873623 -0.0037980238 -0.0018099071 0.0016211707 -0.0037428457 0.0007017644 -0.0030523671 -0.00015011942 0.0019109871 0.00085604616 -0.0048733694 0.0048102885 0.00024463536 0.002732012 0.004913516 0.002666838 0.0043772003 -0.0005533523 -0.0034983205 0.0007624166 -0.0043419856 0.003025836 -0.001614967 -0.00071506837 0.002343156 0.0013874689 0.00015178339 -0.0014245865 -0.001997223 -0.0012701106 -0.0024172897 0.004333195 -0.0012093527 -0.00046951376 -0.0018940044 -0.00044617045 0.0037016496 0.0015822091 0.00089441426 0.0013834996 0.0032907892 -0.0026446024 -0.000839475 -0.0016877903 0.002513819 0.0048664156 0.004642097 -0.0009094373 
ALDOB	-0.00054176967 -0.0041087507 -0.0027787725 -0.0032711641 -3.405853e-05 0.004054078 0.0038026224 -0.0019467708 -0.0047049643 0.0036897564 -0.0012619116 -0.003971854 -0.0012601083 -0.0026277832 0.0007335511 -0.004753256 0.0020555118 -0.003483188 0.0032986319 -0.004242426 -0.0011949553 -0.0031758996 -0.00069767365 0.0003495427 -0.0017338488 -0.0029032126 -0.004032982 -0.0012514171 -0.004349968 0.0024678453 -0.004323892 0.0026947309 0.0024203132 0.0024473201 -0.001975801 0.0049979878 -0.0024608779 -0.00018093565 -0.0035980644 -0.00083437795 -0.0021393762 -0.0021047858 -0.003035063 0.0028298777 -0.0002207078 -0.0032529372 -0.0014383175 -0.0032028144 0.004230834 -0.0041961 -0.0029230872 0.003931581 0.0007281993 0.0044445936 0.0022465137 -0.0023934862 -0.0022286326 -0.00019605264 0.0015374286 -0.0042686607 -0.0027312275 0.004149583 -0.0047315676 -0.0029047227 0.0039103273 0.003393226 0.0044457912 -0.0041353623 0.00015749034 -0.0040730964 -3.9777956e-06 0.00067633024 0.004503024 -0.0019405648 -0.0040720766 0.0037997623 0.0024028684 -2.5803698e-05 -0.0040308866 0.000803617 -0.0036544949 -0.004723815 -0.0014865027 -0.0020262275 -0.0022706268 0.0037563734 -0.0038463061 0.0028019024 -0.001713147 -0.0019272022 0.002745061 0.0047804234 0.0011569491 0.0035003736 -0.001914052 0.0034196319 -0.0026498248 0.0013442677 0.00266555 -0.0027149026 
SIGMAR1	-0.0004843081 -0.00031179222 -0.0019320896 0.0025385704 0.00034287848 -0.0046968805 -0.004922695 0.0008001316 0.0034868396 -0.0005461395 -0.00040306637 -0.004691218 -0.0046848613 -0.0034031114 0.0013860319 -0.003427844 0.004927822 0.00057193334 0.004167071 0.0035567097 -0.0024964293 -0.0038976073 7.9282865e-05 -0.0045063207 -0.004117237 0.0039858357 -0.00198728 -0.0036254893 0.0042254576 -0.0025390002 -0.0047744303 -0.004923089 0.0038621337 -0.0019319636 -0.0035362963 0.002206926 -0.00062254106 0.0023258901 0.0032264907 -0.001491751 -0.0024772591 4.0060306e-05 -0.0022549503 -0.0026216987 0.0033389449 0.0022175591 -0.003811072 -0.004429155 -0.0043721157 0.0031188293 -0.0036327408 -0.0014764061 0.00014797364 0.0018204564 -0.004742414 0.0036169065 -0.0037387363 0.0033777808 -0.00095691683 0.0028406861 0.0031992418 -0.002267314 -0.0047745057 -0.0013260683 -0.002256563 -0.0010753705 0.0023063512 0.0041302396 0.0010866242 -0.0006676153 -0.0026251732 0.0029390822 -0.0010345689 -0.0038318802 -0.0022321893 -0.0040054116 -0.0035962423 -0.0029052694 -0.0023830584 -0.002461444 -0.0025257445 -0.0037841164 -0.002946682 0.0030868487 0.004696517 0.0024487807 -0.003726178 -0.001129666 0.0034386108 -0.0028939575 0.0024143087 -0.0012780998 0.0031969233 -0.004751836 -0.00454357 0.003128786 0.0011874528 0.0020888944 -0.0011890985 0.0042238417 
TUSC2	-0.004761243 -0.0011807398 0.0018820735 -0.0029711272 -0.0023416814 -0.001540098 -0.0020172072 0.002991362 -0.0013228283 0.002333384 -0.0046966653 -0.00027003797 0.004863794 -0.0016597084 -0.0014454094 0.0031174615 3.0329204e-06 0.0029439686 0.0041449037 0.0041042985 -0.0011815273 -0.0030733568 -0.0022826 -0.00054083427 0.0010442642 0.004048739 0.0036505514 0.0016340917 0.003649483 0.004211673 -0.004686443 0.0014471048 -2.3177712e-05 0.00029301428 -0.0035455737 -0.0029618426 -0.0016524033 0.00076681 -0.0031542878 -0.0047256714 -0.0016696801 0.0011752312 -0.0003024823 -0.00033979578 -0.0043828036 0.0011899777 0.00077985914 -0.002060327 -0.0036084203 -0.0032358353 0.0046417685 0.0026963155 0.002065369 0.00026483112 0.0046844347 0.001319054 0.003032386 -0.0014353017 -0.0044848183 0.0029211484 0.0013775458 -0.004709143 0.0022751258 0.0019886447 -0.0033717365 -0.0014210434 -0.0034574417 -0.002242156 0.0023134514 -0.0012450351 0.0046298048 -0.0027884718 -0.0034910098 0.0049512195 -0.004098315 -0.0031642565 -0.0031584282 -0.0027709224 -0.0019588873 0.0010183308 -0.0049309097 0.0028324022 0.0007520877 -0.0034629924 0.00028974062 -0.0023734963 0.002055094 0.00030659247 -0.0023816633 -0.0016923995 0.0040074475 -0.0016799719 -0.0039369827 -0.004326052 5.648416e-05 -0.0021737309 -0.0028897529 0.0038386234 -0.0005737144 0.0006858803 
ADRA2B	0.0013065905 0.003898514 -0.00012863931 0.0034952036 -0.0037461838 -0.0011053198 0.0025168261 0.0039006518 -0.0030433785 0.0049559125 0.0027769003 -0.0018048277 0.0008865881 0.0041492954 -0.0042921994 -0.002885601 -0.0010591467 0.0026046801 -0.0007118535 0.00288431 0.00064185355 -0.0011357233 -4.4672044e-05 -0.0037643008 -0.004925986 0.0024018816 -0.000187375 -0.004181672 -0.001841678 -0.0004645648 0.0012713398 0.004137086 0.0009122055 -0.0025139898 -0.0017353959 -0.00033719663 4.8440867e-05 -0.0007003304 0.0021360482 -0.0033996464 0.0005671045 -0.004129701 -0.0012867805 0.0036485346 0.0023083754 0.003843079 -0.0020862254 -0.0019709053 -0.0034140493 -0.0027994034 0.0023275753 -0.00029212967 0.0029053746 0.0043070465 1.7253535e-05 -0.0027896948 0.0046741664 -0.0010702909 0.001314739 0.00039069052 -0.0017228555 -0.0018583544 -0.0010644487 -0.0022451978 -0.0031808207 -0.0044932864 0.00060602964 -0.0005063807 0.004668262 -0.004105409 0.0049311123 0.002930375 0.0015588215 0.00059799704 0.00066740206 0.0033316358 -0.0025094498 -0.004252653 -0.0005337195 -0.00071786385 -0.0021757528 0.0040249606 -0.0030153387 0.0006795612 -0.0034641556 0.0049837325 0.002082759 0.0025911045 -0.0025650442 -0.0008584625 -0.0045380997 0.0025801712 0.0003603411 -0.0030892335 -0.0029126748 0.0008646596 0.0024819311 -0.0023188419 -0.003535282 0.0033624908 
FOXL1	0.0011282618 0.00058000267 0.0016634468 -0.0044803414 0.004996474 0.002574671 0.003642221 0.0015789439 8.640593e-05 0.00029472672 -0.0040212516 -0.004877478 0.002328562 0.0028895978 0.0017618416 -0.0016158336 -0.0043908064 -0.003929608 -0.0007116453 0.004009311 -0.000958874 -0.002907472 -0.0015334119 0.00048132494 0.0014441635 0.0031318392 0.00068635086 -0.0035418046 -0.0010512916 0.0018054512 -0.0035873656 0.004187765 -0.004930068 0.0032386703 0.0012171004 0.0038015407 0.0027858787 0.0025573599 0.0009984433 0.003932674 -0.001854369 -0.0011409498 -0.003472993 0.0007936482 -0.002595524 -0.0009315789 -0.0032960277 -0.0033863483 0.0010398368 0.00011735309 -0.0026523715 0.0006715287 -0.001305109 0.0046665184 0.0021116426 -0.0038968655 -0.00069944205 5.2457955e-05 0.0049983924 -0.002930383 -0.0045432243 0.0013094331 -0.002384799 0.0006678659 -0.0009693745 0.0037260759 0.0029962896 0.0042185406 0.0026795166 0.0043492834 -0.004227578 -0.004836863 -0.0009074731 -0.001273663 0.0024611005 0.0016828502 0.002300615 0.0006227626 -0.004232589 0.004548362 -0.0035215325 0.0044542653 0.0022580943 -0.0028905582 -0.0009642119 -0.0041839215 0.004171686 -0.0020574683 -0.003525844 0.0037112178 -0.0026427126 0.00021559632 0.0033226395 -0.0006578854 -0.0025551135 0.00024091265 -0.0030132046 -0.0035730621 -0.000990202 0.0042418144 
ICOS	-0.0019513485 -0.0027310825 0.0038216438 0.004646558 0.0019809892 -0.00075247284 0.0002366305 0.00060668483 0.00082016404 -0.00012641276 -0.0038329307 0.0010894707 -0.0038644318 -0.004801997 -0.0032450536 -0.0020758482 -0.0016775266 0.0046605202 0.00024281465 -0.00024661553 0.0022997567 0.0023036525 -0.0003562429 0.0017212478 0.00088752306 -0.002122233 0.0010094972 0.003939356 0.0044374396 0.0010493979 0.004274128 -0.0022247897 -0.002847453 0.0019214333 -0.001160607 -0.0014108048 0.0027777625 -0.0010690639 0.0013358041 0.0013745526 0.00097457686 -0.0034474763 0.0034134702 0.001981424 -0.0020240978 -0.004325539 0.0016283906 -0.0047983993 0.0027431177 0.004447523 -0.0016649317 -0.0026308163 -0.0040105204 0.0027994646 -0.0008662937 0.0012739616 0.0046533425 -0.0029328936 0.000966061 0.0042500338 0.0048047905 -0.0010141181 0.003356008 -0.0035132074 -0.0007786878 0.0004990412 -0.0015272987 0.001405494 -0.00038912726 -0.002439533 0.00244484 -0.00018123032 -0.0034467124 -0.00047496692 0.004775457 -0.004466412 -0.0019326964 0.0025267992 -0.001702743 -0.0019361355 0.0022509976 0.00011525734 -0.0010714242 0.0005419622 -0.003955419 0.00046951053 -0.0025557722 -0.00411291 -0.004869712 -0.0035717736 -0.0018975808 0.003937714 -0.0014868315 -0.004568572 0.0011006659 -0.0012924494 0.0041873036 0.0037674133 0.0047868774 0.00044940968 
FGF6	-0.0006152584 -0.002570044 -0.0030443708 0.0020686341 -0.0017915404 -0.0016641574 0.0019895295 -0.003485795 -0.001600288 0.0044465074 -0.00468177 -0.0035365755 0.0046686 0.0012882054 -0.0010433655 -0.0030187948 0.0037860877 0.001204631 0.00070153695 -0.004165283 0.0026434967 0.002954732 -0.0027732272 0.0040634098 0.0039874273 -0.00079990464 -0.0028494226 0.0030859385 0.0010758628 0.0028194105 0.0015422663 0.0029812085 -0.00037647775 0.0018971114 0.0041538193 -0.00052597775 0.0019212475 -0.0042094234 -0.0039323363 0.0008447306 -0.002782393 0.0026435005 -0.0032054167 -0.0047899033 -0.0021200397 -0.0021318828 0.001321118 -0.0015521314 0.0037750665 0.003884195 -0.00017537834 -0.00061258854 0.00018864135 0.0006029106 0.00046136175 -0.00091653934 -0.0013822519 -0.0040510227 0.00033021785 0.003129955 0.002078683 0.0030827671 0.0024131348 -0.0047239265 -0.00035497546 0.0032039976 -0.0015679492 0.0023440665 -0.0012972933 -0.0026927004 -0.0027601433 0.0021006954 0.00078674435 -0.00013841475 -0.0045153736 -0.0042495118 -0.0011636809 -9.534259e-05 -0.0008131115 0.0039659026 -0.0007766809 0.0042445282 -0.0016189774 0.003849831 0.0041686106 0.00079743005 0.003593385 0.002957941 -0.0010139906 0.0040703686 0.00036333041 -0.002219461 0.0012610937 0.0023575427 0.0015775015 -0.0038163476 -0.0017049934 0.0023602843 0.004878618 -0.004354377 
GFI1B	-0.0031071575 -0.004810907 0.0008021561 0.0035449371 0.001275352 -0.00039119358 -0.001856832 0.0006205664 0.0013327444 -0.003966458 -0.0036506874 -0.0043555433 -0.0011313112 -0.0012809747 -0.0014551439 0.0035716163 -0.002582195 -0.004596457 -0.00062172645 0.0012005912 0.004891637 -0.0010894493 -0.0022518039 -0.002721185 0.004448452 -0.000518815 0.004709199 -0.001662153 0.0010709376 0.0035438463 0.0001011912 0.0013395105 0.00032329722 0.0034078902 -0.0021966298 -0.0024814373 0.003283584 0.0022719833 -0.0048806244 -0.0020271821 0.0010080449 0.0018573031 -0.0006099258 -0.0033494662 -0.00026939434 -0.00048788497 0.004422233 -0.0035265984 0.0038852505 -0.004859415 -0.0018457873 -0.0034524319 -0.0035583018 -0.0027437294 -0.0033247177 -0.003072412 -0.0006046559 0.0026308505 0.0011831142 -0.0031872888 -0.0009914333 -0.0017884559 -0.0022750383 -0.003419144 -0.0025558241 -0.0017165736 0.0032183495 -0.003013985 0.0019949994 -0.0014994979 -0.0009397762 -0.0030065665 0.00047377206 -0.0033288426 0.003589871 0.001208486 9.05742e-05 0.003602063 -0.0001350858 0.0005847297 0.001972772 0.001975796 0.0010775928 0.0013660967 0.00092494563 0.0012625561 -0.0017515194 0.0022568782 0.00035278176 0.0023304152 0.0014864644 -0.0034861427 -0.0035752282 0.0047626104 0.004164628 -0.0049276203 0.000523374 -0.0016966077 0.004093541 0.0006805336 
CLC	0.0017743766 -0.0011196434 -0.0007926643 -0.004763877 -0.0036550055 -0.0043179896 0.002190395 0.0013830506 0.0031608792 -0.0047329376 -0.00274068 0.0023247404 0.00072316005 0.0014444082 0.002999837 0.0015455057 -0.0024127187 0.0016681969 0.0036969988 -0.0017332782 -0.0014667555 -0.004286952 0.0036714592 -0.0036812732 0.00036726243 0.003623522 0.000717228 -0.000686923 -0.004347114 -0.002869136 0.0013238261 0.0014663591 0.0024877943 0.0005214413 -0.00014810373 -0.0004998019 -0.0038433864 -0.0028982775 -0.0031359885 0.0041217315 0.0009496965 -0.00120356 0.003163831 -0.004250754 -0.003510353 0.000117292984 -0.0017695868 0.0038056925 -0.0010928136 0.0030841902 -0.0015927379 0.0039747194 0.004976681 0.0035439879 0.0019682215 -0.0017459709 -0.0002503303 -0.0013196231 -0.0019179486 -0.003813646 0.0029920496 -0.004488416 -0.002220181 0.004374932 -0.0009723031 -0.0021882034 -0.001129318 0.003236155 0.002382942 0.001321264 0.002082288 -0.004717185 0.0026478076 0.0033749887 0.0010933313 -0.001256514 -0.0001464288 -0.0013310699 0.003170005 -0.0012085189 0.00044973398 -0.0013759688 0.0039547877 0.0010727339 0.0037244419 0.00237162 0.004317682 -0.0023119731 0.00037878496 0.004420533 0.0023550116 -0.003977185 -0.0017446629 -0.004766867 0.0010250651 -0.0044147046 0.004688706 0.0040160306 0.0012394985 -0.0003732313 
TLE1	0.0033423046 0.00025511326 0.0005389702 -0.001364757 0.00051287544 -0.002578324 0.0034979077 0.0034887507 0.0018526661 -0.0016998217 -0.0018651779 0.0017868344 -0.0027387612 -0.004470653 0.002492757 -0.0037156425 -0.0043489956 0.0019321692 0.0012435371 0.002627365 -0.0013424682 0.0025798196 0.0019539585 0.0024403858 -0.0026437454 -0.0015722514 0.0011965606 0.0011459878 0.001710433 0.0035729397 0.002280378 0.0020141667 -0.001506365 -0.0030312906 -0.0019476017 -0.00032256878 -0.0049723955 0.004175144 -3.338832e-05 0.0029058673 -0.00081526366 -0.004999773 0.004062671 -2.7670148e-06 -0.0022408103 0.0032074738 0.004829623 0.0039053739 0.0013941705 -0.00035006134 -0.0043620826 0.00027807185 0.002825092 0.00481282 -0.00055938656 0.003811756 -0.0037708397 0.0036097735 0.004126436 -0.0003620543 0.0027015381 0.0029539224 0.0013603438 -0.0040686955 -0.0042300955 -0.0023448658 -0.0030397244 -0.002239671 0.00235056 0.0044892207 0.003807786 -0.0021458769 0.0020082877 0.0022418764 -0.004639015 -0.0026748073 -0.0019156816 -0.0044847415 0.0032685557 0.004982832 0.0013173263 0.0046382966 -0.0039033126 0.0016960452 -0.0006344685 -0.0019507253 -0.0005760599 -0.0045011956 -0.0030497753 -0.00087794283 -0.00075430254 -0.004433669 0.0029956417 -0.0042686095 -0.0040261755 0.0032160538 -0.0002650978 0.0034928487 -0.0010426671 0.00083760294 
